"Dictamen" "Antig_feina" "Vivenda" "Plaç" "Edat" "Estat_civil" "Registres" "Tipus_feina" "Despeses" "Ingressos" "Patrimoni" "Carrecs_pat" "Import_sol" "Preu_finan" "Rati_fin" "Estalvi"
"212" "positiu" 23 "escriptura" 24 46 "casat" "reg_no" "fixe" 75 130 4000 0 400 1369 29.218407596786 3.3
"213" "negatiu" 4 "altres_viv" 36 19 "solter" "reg_no" "temporal" 35 63 0 0 1000 1035 96.6183574879227 1.008
"214" "negatiu" 5 "pares" 36 22 "solter" "reg_no" "fixe" 35 88 0 0 750 1218 61.576354679803 2.544
"215" "positiu" 15 "pares" 60 31 "casat" "reg_no" "fixe" 45 140 0 0 1200 1637 73.3048259010385 4.75
"216" "negatiu" 1 "contr_privat" 60 44 "casat" "reg_no" "temporal" 45 115 2000 0 750 953 78.6988457502623 5.6
"217" "positiu" 9 "escriptura" 60 48 "casat" "reg_si" "fixe" 60 83 2500 0 1100 1212 90.7590759075908 1.25454545454545
"218" "positiu" 4 "contr_privat" 36 31 "casat" "reg_no" "fixe" 60 144 3000 0 1000 1218 82.1018062397373 3.024
"219" "positiu" 20 "escriptura" 24 53 "casat" "reg_no" "autonom" 45 200 100000 0 1000 1419 70.4721634954193 3.72
"220" "positiu" 10 "altres_viv" 60 36 "casat" "reg_no" "fixe" 90 172 3000 0 1100 1100 100 4.47272727272727
"221" "positiu" 2 "contr_privat" 60 46 "casat" "reg_no" "autonom" 105 200 4000 500 900 987 91.1854103343465 6
"222" "positiu" 15 "escriptura" 60 37 "casat" "reg_no" "fixe" 60 318 7000 0 1900 2400 79.1666666666667 8.14736842105263
"223" "positiu" 8 "escriptura" 60 34 "casat" "reg_no" "fixe" 60 177 6300 4000 1370 1375 99.6363636363636 3.37226277372263
"224" "positiu" 4 "escriptura" 48 36 "casat" "reg_no" "fixe" 60 133 4000 0 1000 1595 62.6959247648903 3.504
"225" "positiu" 4 "escriptura" 60 64 "solter" "reg_no" "altres sit" 35 150 9000 0 984 1054 93.3586337760911 7.01219512195122
"226" "positiu" 1 "escriptura" 36 27 "solter" "reg_no" "fixe" 35 208 9000 0 1000 1651 60.5693519079346 6.228
"227" "positiu" 10 "escriptura" 30 26 "casat" "reg_no" "fixe" 75 145 1434 0 300 1542 19.4552529182879 7
"228" "positiu" 32 "escriptura" 60 53 "casat" "reg_no" "fixe" 60 157 5000 0 2000 2014 99.304865938431 2.91
"229" "positiu" 12 "escriptura" 60 50 "casat" "reg_no" "fixe" 45 190 9500 200 1800 2624 68.5975609756098 4.76666666666667
"230" "negatiu" 0 "pares" 60 21 "solter" "reg_no" "temporal" 35 86 0 0 1000 1135 88.1057268722467 3.06
"231" "positiu" 20 "pares" 24 40 "solter" "reg_no" "fixe" 35 90 0 0 600 1105 54.2986425339367 2.2
"232" "positiu" 6 "lloguer" 60 49 "casat" "reg_si" "temporal" 100 100 30000 0 1500 1500 100 0
"233" "negatiu" 4 "lloguer" 24 40 "casat" "reg_si" "fixe" 56 214 0 0 800 1200 66.6666666666667 4.74
"234" "positiu" 1 "lloguer" 60 37 "solter" "reg_no" "fixe" 45 100 0 0 1150 1555 73.9549839228296 2.8695652173913
"235" "positiu" 2 "lloguer" 48 25 "casat" "reg_no" "fixe" 57 117 0 0 800 2251 35.5397601066193 3.6
"236" "positiu" 25 "escriptura" 18 40 "casat" "reg_no" "fixe" 45 110 4000 0 455 1542 29.5071335927367 2.57142857142857
"237" "positiu" 1 "lloguer" 36 22 "casat" "reg_no" "fixe" 62 168 0 0 1200 2186 54.8947849954254 3.18
"238" "positiu" 10 "escriptura" 48 49 "casat" "reg_no" "autonom" 45 150 9000 0 1700 1700 100 2.96470588235294
"239" "positiu" 2 "escriptura" 60 34 "casat" "reg_no" "fixe" 45 166 7000 0 600 1180 50.8474576271186 12.1
"240" "positiu" 3 "altres_viv" 24 42 "solter" "reg_no" "fixe" 35 337 16000 0 1300 1624 80.0492610837438 5.57538461538462
"241" "negatiu" 13 "lloguer" 24 49 "casat" "reg_no" "autonom" 90 40 0 0 700 800 87.5 -1.71428571428571
"242" "negatiu" 10 "lloguer" 60 43 "casat" "reg_no" "autonom" 90 142 0 0 1350 1668 80.9352517985612 2.31111111111111
"243" "positiu" 20 "escriptura" 36 42 "casat" "reg_no" "autonom" 90 250 4500 0 1500 1750 85.7142857142857 3.84
"244" "positiu" 10 "escriptura" 48 28 "casat" "reg_si" "temporal" 60 120 2500 1500 600 875 68.5714285714286 3.6
"245" "positiu" 1 "escriptura" 60 30 "casat" "reg_no" "autonom" 35 236 3500 1000 1000 1514 66.0501981505945 11.46
"246" "negatiu" 1 "escriptura" 60 25 "divorciat" "reg_si" "temporal" 45 277 6000 3500 1700 1950 87.1794871794872 6.95294117647059
"247" "negatiu" 0 "pares" 60 22 "solter" "reg_no" "temporal" 35 55 0 0 950 1462 64.9794801641587 1.26315789473684
"248" "positiu" 5 "pares" 36 27 "solter" "reg_no" "fixe" 35 200 4000 0 600 1098 54.6448087431694 9.9
"249" "positiu" 3 "pares" 60 26 "solter" "reg_no" "fixe" 45 235 0 0 800 840 95.2380952380952 14.25
"250" "negatiu" 0 "escriptura" 48 28 "casat" "reg_no" "fixe" 45 80 1500 0 1260 1634 77.1113831089351 1.33333333333333
"251" "positiu" 6 "escriptura" 48 35 "casat" "reg_no" "autonom" 45 200 7000 0 1540 1603 96.0698689956332 4.83116883116883
"252" "positiu" 21 "contr_privat" 60 51 "casat" "reg_no" "fixe" 45 140 3000 0 1200 1200 100 4.75
"253" "positiu" 5 "lloguer" 60 24 "casat" "reg_no" "fixe" 73 125 0 0 700 1360 51.4705882352941 4.45714285714286
"254" "positiu" 12 "lloguer" 60 34 "casat" "reg_no" "fixe" 94 185 0 0 1200 1236 97.0873786407767 4.55
"255" "positiu" 13 "escriptura" 42 34 "casat" "reg_no" "fixe" 105 190 2500 300 1100 1395 78.8530465949821 3.13090909090909
"256" "positiu" 10 "escriptura" 60 49 "casat" "reg_no" "autonom" 60 150 23000 0 1200 1390 86.3309352517986 4.5
"257" "positiu" 6 "escriptura" 60 28 "casat" "reg_no" "fixe" 60 102 5000 0 700 1355 51.6605166051661 3.6
"258" "positiu" 18 "lloguer" 60 57 "casat" "reg_no" "fixe" 77 170 4000 0 1300 1604 81.0473815461347 4.29230769230769
"259" "positiu" 15 "escriptura" 60 63 "casat" "reg_no" "fixe" 60 315 3500 266 1000 1241 80.58017727639 15.1404
"260" "negatiu" 0 "lloguer" 12 37 "casat" "reg_no" "altres sit" 88 130 0 0 250 375 66.6666666666667 2.016
"261" "positiu" 2 "escriptura" 36 27 "casat" "reg_no" "fixe" 45 156 6000 0 700 1045 66.9856459330144 5.70857142857143
"262" "positiu" 18 "lloguer" 60 39 "casat" "reg_no" "fixe" 93 177 0 0 800 1781 44.9185850645705 6.3
"263" "positiu" 12 "escriptura" 36 64 "solter" "reg_si" "autonom" 60 341 4500 0 900 900 100 11.24
"264" "positiu" 25 "escriptura" 48 49 "casat" "reg_no" "autonom" 105 240 12000 4200 1660 1698 97.7620730270907 2.68915662650602
"265" "positiu" 8 "escriptura" 12 49 "casat" "reg_no" "autonom" 60 142 6000 0 200 1048 19.0839694656489 4.92
"266" "positiu" 20 "escriptura" 36 45 "casat" "reg_no" "autonom" 75 333 5000 0 1000 2200 45.4545454545455 9.288
"267" "positiu" 3 "pares" 60 27 "solter" "reg_no" "fixe" 35 125 5000 0 770 1119 68.8114387846291 7.01298701298701
"268" "positiu" 2 "pares" 36 30 "casat" "reg_no" "fixe" 45 170 0 0 700 1090 64.2201834862385 6.42857142857143
"269" "negatiu" 2 "escriptura" 36 33 "casat" "reg_no" "autonom" 75 220 16000 500 3000 4100 73.1707317073171 1.68
"270" "positiu" 15 "escriptura" 36 40 "casat" "reg_no" "fixe" 60 230 8500 480 700 1400 50 8.496
"271" "positiu" 3 "escriptura" 60 30 "divorciat" "reg_no" "fixe" 60 157 15000 0 1000 2010 49.7512437810945 5.82
"272" "positiu" 4 "pares" 12 30 "casat" "reg_no" "fixe" 60 340 16000 0 1900 2014 94.3396226415094 1.76842105263158
"273" "positiu" 3 "escriptura" 60 25 "casat" "reg_no" "temporal" 60 120 3500 200 1000 1342 74.5156482861401 3.48
"274" "positiu" 9 "lloguer" 60 40 "solter" "reg_no" "fixe" 44 91 0 0 1000 1132 88.339222614841 2.82
"275" "negatiu" 4 "contr_privat" 42 50 "casat" "reg_no" "autonom" 60 150 7000 0 900 1048 85.8778625954198 4.2
"276" "positiu" 2 "escriptura" 36 23 "solter" "reg_no" "fixe" 35 88 5500 0 750 1218 61.576354679803 2.544
"277" "positiu" 1 "altres_viv" 48 28 "solter" "reg_no" "temporal" 35 120 0 0 900 1114 80.7899461400359 4.53333333333333
"278" "negatiu" 2 "lloguer" 60 35 "casat" "reg_si" "autonom" 75 125 0 0 1000 1206 82.9187396351576 3
"279" "positiu" 2 "lloguer" 60 27 "casat" "reg_no" "fixe" 56 106 0 0 650 2132 30.4878048780488 4.61538461538461
"280" "positiu" 2 "pares" 36 19 "casat" "reg_no" "fixe" 35 162 4000 100 400 570 70.1754385964912 11.34
"281" "positiu" 3 "pares" 60 39 "casat" "reg_no" "fixe" 45 77 0 0 1000 1094 91.4076782449726 1.92
"282" "positiu" 8 "contr_privat" 36 39 "casat" "reg_no" "fixe" 75 128 2500 0 550 550 100 3.46909090909091
"283" "positiu" 10 "escriptura" 48 55 "vidu" "reg_no" "fixe" 35 189 9000 0 1200 1255 95.6175298804781 6.16
"284" "positiu" 10 "escriptura" 36 32 "casat" "reg_no" "autonom" 60 300 40000 3000 2000 4138 48.3325277912035 3.78
"285" "positiu" 5 "escriptura" 60 54 "casat" "reg_no" "autonom" 60 92 6000 1700 1700 1714 99.1831971995333 0.529411764705882
"286" "positiu" 20 "escriptura" 48 58 "casat" "reg_no" "autonom" 60 380 35000 0 1100 1150 95.6521739130435 13.9636363636364
"287" "positiu" 5 "escriptura" 24 37 "casat" "reg_no" "autonom" 75 500 14000 0 1500 2673 56.1167227833894 6.8
"288" "positiu" 20 "pares" 60 36 "casat" "reg_no" "autonom" 60 130 0 0 1200 1630 73.6196319018405 3.5
"289" "positiu" 12 "escriptura" 60 28 "casat" "reg_no" "fixe" 45 141 6000 400 1100 1544 71.2435233160622 5.01818181818182
"290" "positiu" 13 "escriptura" 60 38 "casat" "reg_no" "fixe" 75 220 6500 3600 1000 1195 83.6820083682008 6.54
"291" "positiu" 11 "escriptura" 36 26 "casat" "reg_no" "fixe" 60 146 5000 1300 400 1206 33.167495854063 6.57
"292" "positiu" 17 "escriptura" 60 41 "casat" "reg_no" "autonom" 75 250 13500 3700 1400 2050 68.2926829268293 5.91428571428571
"293" "positiu" 6 "escriptura" 36 42 "casat" "reg_no" "fixe" 60 132 6000 0 1200 1513 79.3126239259749 2.16
"294" "positiu" 22 "escriptura" 6 46 "casat" "reg_no" "autonom" 90 150 75000 0 3000 3300 90.9090909090909 0.12
"295" "positiu" 25 "lloguer" 60 52 "casat" "reg_no" "fixe" 73 127 0 0 1030 1250 82.4 3.14563106796116
"296" "negatiu" 8 "escriptura" 60 30 "casat" "reg_no" "temporal" 60 90 3000 500 1000 1339 74.6825989544436 1.5
"297" "negatiu" 19 "escriptura" 60 47 "casat" "reg_si" "autonom" 90 166 12500 1000 875 875 100 4.52571428571429
"298" "positiu" 3 "escriptura" 18 66 "casat" "reg_no" "altres sit" 45 69 12000 0 500 1101 45.4132606721163 0.864
"299" "positiu" 35 "escriptura" 60 54 "casat" "reg_no" "fixe" 45 182 4000 0 1000 1568 63.7755102040816 8.22
"300" "positiu" 0 "escriptura" 42 65 "casat" "reg_no" "altres sit" 45 77 4000 2000 750 1194 62.8140703517588 0.672
"301" "negatiu" 7 "altres_viv" 60 25 "casat" "reg_no" "fixe" 45 50 0 0 950 1378 68.9404934687954 0.315789473684211
"302" "positiu" 3 "escriptura" 60 31 "solter" "reg_no" "fixe" 35 131 4000 0 1050 1139 92.1861281826163 5.48571428571429
"303" "positiu" 1 "pares" 24 23 "solter" "reg_no" "fixe" 35 62 0 0 350 350 100 1.85142857142857
"304" "negatiu" 5 "escriptura" 60 35 "casat" "reg_no" "fixe" 75 60 3000 400 1150 1406 81.7923186344239 -0.991304347826087
"305" "positiu" 2 "escriptura" 60 47 "casat" "reg_no" "fixe" 90 86 4500 0 1200 1497 80.1603206412826 -0.2
"306" "negatiu" 13 "lloguer" 36 28 "casat" "reg_no" "fixe" 59 143 0 0 1400 1600 87.5 2.16
"307" "negatiu" 27 "lloguer" 60 50 "casat" "reg_si" "fixe" 87 120 0 0 1300 1350 96.2962962962963 1.52307692307692
"308" "negatiu" 3 "altres_viv" 60 25 "solter" "reg_no" "fixe" 35 283 0 0 2000 2032 98.4251968503937 7.44
"309" "positiu" 0 "escriptura" 36 39 "casat" "reg_no" "fixe" 60 138 3000 0 1400 2610 53.639846743295 2.00571428571429
"310" "positiu" 1 "contr_privat" 12 46 "casat" "reg_no" "altres sit" 90 90 2000 600 500 1193 41.9111483654652 -0.144
"311" "negatiu" 1 "lloguer" 60 36 "casat" "reg_si" "fixe" 85 99 0 0 1200 1275 94.1176470588235 0.7
"312" "negatiu" 10 "escriptura" 36 39 "casat" "reg_si" "autonom" 75 160 15000 0 3250 3750 86.6666666666667 0.941538461538462
"313" "positiu" 1 "escriptura" 60 25 "casat" "reg_no" "temporal" 60 330 9000 3500 1300 2500 52 10.8461538461538
"314" "positiu" 6 "escriptura" 36 49 "casat" "reg_no" "autonom" 60 100 22000 0 1000 1790 55.8659217877095 1.44
"315" "negatiu" 3 "lloguer" 48 52 "casat" "reg_no" "fixe" 96 210 0 0 1400 1419 98.661028893587 3.90857142857143
"316" "positiu" 10 "lloguer" 30 34 "divorciat" "reg_no" "fixe" 45 100 0 0 700 1480 47.2972972972973 2.35714285714286
"317" "positiu" 0 "escriptura" 36 24 "solter" "reg_no" "temporal" 45 97 8000 0 600 1542 38.9105058365759 3.12
"318" "negatiu" 1 "lloguer" 60 38 "casat" "reg_no" "autonom" 45 42 0 0 1500 1850 81.0810810810811 -0.12
"319" "positiu" 6 "escriptura" 48 24 "casat" "reg_no" "fixe" 45 227 3000 0 600 1380 43.4782608695652 14.56
"320" "positiu" 5 "escriptura" 42 33 "casat" "reg_si" "fixe" 45 140 22000 2500 1200 1888 63.5593220338983 2.45
"321" "negatiu" 1 "lloguer" 48 31 "casat" "reg_no" "fixe" 87 115 0 0 1100 1672 65.7894736842105 1.22181818181818
"322" "positiu" 37 "escriptura" 48 63 "casat" "reg_no" "fixe" 60 150 3500 0 700 808 86.6336633663366 6.17142857142857
"323" "negatiu" 1 "pares" 60 23 "solter" "reg_no" "fixe" 35 90 0 0 1100 1107 99.3676603432701 3
"324" "positiu" 40 "escriptura" 42 61 "casat" "reg_no" "fixe" 90 275 12000 0 1000 1335 74.9063670411985 7.77
"325" "positiu" 5 "pares" 60 28 "solter" "reg_no" "fixe" 35 176 0 0 1190 1390 85.6115107913669 7.10924369747899
"326" "positiu" 11 "lloguer" 60 58 "casat" "reg_no" "fixe" 71 110 3000 0 1150 1363 84.3727072633896 2.03478260869565
"327" "positiu" 23 "escriptura" 60 41 "casat" "reg_no" "fixe" 75 140 3000 0 1450 1482 97.8407557354926 2.68965517241379
"328" "positiu" 23 "escriptura" 60 38 "casat" "reg_no" "fixe" 45 500 3500 0 1900 2357 80.6109461179465 14.3684210526316
"329" "negatiu" 5 "escriptura" 60 27 "casat" "reg_no" "fixe" 75 66 3000 0 600 850 70.5882352941177 -0.9
"330" "positiu" 10 "escriptura" 60 55 "casat" "reg_no" "autonom" 60 170 10000 0 1000 1180 84.7457627118644 6.6
"331" "positiu" 5 "escriptura" 48 40 "casat" "reg_no" "autonom" 75 145 6000 0 825 1617 51.0204081632653 4.07272727272727
"332" "positiu" 31 "escriptura" 60 59 "casat" "reg_no" "fixe" 60 67 6500 0 1080 1114 96.9479353680431 0.388888888888889
"333" "negatiu" 4 "escriptura" 60 47 "casat" "reg_no" "autonom" 75 170 13500 0 1900 1976 96.1538461538462 3
"334" "negatiu" 10 "escriptura" 60 38 "casat" "reg_si" "fixe" 90 80 3000 1749 1030 1095 94.0639269406393 -1.60135922330097
"335" "positiu" 0 "pares" 60 25 "solter" "reg_no" "autonom" 35 100 0 0 800 1380 57.9710144927536 4.875
"336" "positiu" 8 "altres_viv" 60 28 "casat" "reg_no" "fixe" 45 200 0 0 700 1529 45.7815565729235 13.2857142857143
"337" "positiu" 2 "escriptura" 36 49 "casat" "reg_si" "autonom" 75 154 14000 0 850 1263 67.3000791765637 3.34588235294118
"338" "positiu" 3 "contr_privat" 48 38 "casat" "reg_no" "autonom" 90 187 2500 750 1550 1600 96.875 2.77161290322581
"339" "negatiu" 35 "escriptura" 48 52 "casat" "reg_no" "fixe" 60 135 5000 0 1200 1400 85.7142857142857 3
"340" "positiu" 3 "escriptura" 48 37 "vidu" "reg_no" "fixe" 45 160 6000 3000 1000 1520 65.7894736842105 4.08
"341" "positiu" 25 "escriptura" 60 42 "casat" "reg_no" "fixe" 60 133 9500 0 1500 1617 92.7643784786642 2.92
"342" "positiu" 8 "lloguer" 60 54 "casat" "reg_no" "autonom" 173 230 5000 0 1100 1500 73.3333333333333 3.10909090909091
"343" "positiu" 2 "escriptura" 60 30 "casat" "reg_no" "fixe" 60 154 3000 0 1000 1705 58.6510263929619 5.64
"344" "positiu" 2 "escriptura" 30 26 "casat" "reg_no" "fixe" 60 50 3500 250 600 1292 46.4396284829721 -0.625
"345" "positiu" 17 "escriptura" 48 49 "casat" "reg_no" "autonom" 60 189 7000 0 1100 1294 85.0077279752705 5.62909090909091
"346" "positiu" 3 "escriptura" 60 36 "casat" "reg_no" "fixe" 60 202 4600 1260 1400 1936 72.3140495867769 5.54571428571429
"347" "negatiu" 4 "pares" 48 40 "casat" "reg_no" "autonom" 90 20 0 0 1850 2143 86.3275781614559 -1.81621621621622
"348" "negatiu" 0 "escriptura" 12 61 "casat" "reg_no" "altres sit" 60 40 4000 0 170 1394 12.1951219512195 -1.41176470588235
"349" "negatiu" 2 "lloguer" 24 59 "casat" "reg_no" "fixe" 110 50 0 0 200 425 47.0588235294118 -7.2
"350" "positiu" 2 "escriptura" 48 49 "casat" "reg_no" "fixe" 45 125 4000 0 500 1600 31.25 7.68
"351" "positiu" 30 "lloguer" 60 52 "casat" "reg_no" "autonom" 70 100 14500 0 1250 1563 79.9744081893794 1.44
"352" "positiu" 11 "escriptura" 60 35 "casat" "reg_no" "fixe" 60 115 4000 75 1250 1284 97.3520249221184 2.604
"353" "negatiu" 5 "altres_viv" 60 25 "casat" "reg_no" "fixe" 75 160 1000 0 890 990 89.8989898989899 5.73033707865168
"354" "positiu" 14 "escriptura" 60 30 "casat" "reg_no" "fixe" 60 70 4000 2800 600 1125 53.3333333333333 -1.8
"355" "positiu" 8 "escriptura" 48 28 "casat" "reg_no" "fixe" 35 220 4000 0 1000 1267 78.9265982636148 8.88
"356" "negatiu" 1 "altres_viv" 60 42 "casat" "reg_si" "autonom" 45 100 0 0 1600 1780 89.8876404494382 2.0625
"357" "positiu" 1 "escriptura" 6 29 "solter" "reg_no" "autonom" 35 107 2000 0 300 1298 23.1124807395994 1.44
"358" "negatiu" 6 "escriptura" 60 32 "casat" "reg_no" "fixe" 75 160 2200 600 1550 1600 96.875 3.05806451612903
"359" "positiu" 9 "escriptura" 60 45 "casat" "reg_no" "fixe" 75 150 3000 0 1100 1340 82.089552238806 4.09090909090909
"360" "positiu" 0 "escriptura" 60 52 "casat" "reg_no" "temporal" 45 100 10000 0 750 1244 60.2893890675241 4.4
"361" "negatiu" 3 "escriptura" 60 26 "casat" "reg_no" "temporal" 45 120 6100 1500 1000 1403 71.2758374910905 3.6
"362" "positiu" 3 "escriptura" 60 33 "casat" "reg_si" "autonom" 75 225 2000 0 1400 1980 70.7070707070707 6.42857142857143
"363" "positiu" 1 "pares" 60 21 "solter" "reg_no" "autonom" 35 100 0 0 900 1290 69.7674418604651 4.33333333333333
"364" "negatiu" 0 "escriptura" 36 34 "casat" "reg_no" "temporal" 75 80 4500 300 600 1339 44.8095593726662 0.12
"365" "positiu" 6 "escriptura" 60 27 "solter" "reg_no" "fixe" 35 208 6000 3300 1500 1559 96.2155227710071 5.6
"366" "negatiu" 21 "escriptura" 60 44 "casat" "reg_no" "fixe" 90 105 1150 720 200 1078 18.5528756957328 2.34
"367" "positiu" 17 "escriptura" 60 51 "casat" "reg_no" "fixe" 60 98 4000 0 860 1113 77.2686433063792 2.65116279069767
"368" "positiu" 7 "lloguer" 18 33 "casat" "reg_no" "fixe" 113 532 0 0 1000 2290 43.6681222707424 7.542
"369" "positiu" 10 "escriptura" 60 35 "casat" "reg_no" "fixe" 60 140 4000 0 1000 1578 63.3713561470215 4.8
"370" "positiu" 2 "escriptura" 48 38 "casat" "reg_no" "fixe" 75 90 7000 2000 500 1039 48.1231953801732 -0.48
"371" "positiu" 0 "lloguer" 60 28 "casat" "reg_no" "fixe" 76 155 0 0 800 1218 65.6814449917898 5.925
"372" "positiu" 2 "escriptura" 60 26 "casat" "reg_no" "fixe" 45 120 3500 0 300 1329 22.5733634311512 15
"373" "positiu" 10 "escriptura" 36 34 "casat" "reg_no" "fixe" 90 159 3000 250 300 500 60 7.98
"374" "positiu" 6 "escriptura" 60 27 "casat" "reg_no" "fixe" 45 122 2000 1000 1300 1384 93.9306358381503 3.09230769230769
"375" "negatiu" 7 "escriptura" 60 32 "casat" "reg_no" "temporal" 75 156 3500 0 1300 1553 83.7089504185447 3.73846153846154
"376" "positiu" 18 "escriptura" 48 43 "solter" "reg_no" "fixe" 35 90 2500 0 1000 1626 61.5006150061501 2.64
"377" "positiu" 3 "escriptura" 18 30 "solter" "reg_no" "temporal" 35 130 5000 0 1100 1674 65.7108721624851 1.55454545454545
"378" "positiu" 6 "escriptura" 18 42 "casat" "reg_no" "autonom" 90 45 4000 34 200 1500 13.3333333333333 -4.0806
"379" "positiu" 0 "lloguer" 36 26 "casat" "reg_no" "temporal" 72 118 1000 0 600 1421 42.2237860661506 2.76
"380" "negatiu" 0 "escriptura" 24 20 "solter" "reg_no" "altres sit" 60 152 2000 0 400 480 83.3333333333333 5.52
"381" "positiu" 8 "lloguer" 48 24 "solter" "reg_no" "fixe" 49 135 0 0 1000 1274 78.4929356357928 4.128
"382" "positiu" 4 "lloguer" 48 27 "casat" "reg_no" "fixe" 58 125 0 0 1200 1580 75.9493670886076 2.68
"383" "positiu" 1 "lloguer" 36 35 "casat" "reg_no" "autonom" 66 208 4000 0 1000 1300 76.9230769230769 5.112
"384" "negatiu" 1 "pares" 48 18 "solter" "reg_no" "temporal" 35 81 0 0 1150 1314 87.5190258751903 1.92
"385" "positiu" 3 "escriptura" 24 35 "casat" "reg_no" "fixe" 75 160 1800 0 200 957 20.8986415882968 10.2
"386" "positiu" 10 "lloguer" 60 33 "casat" "reg_no" "autonom" 75 300 2700 0 1000 1500 66.6666666666667 13.5
"387" "positiu" 8 "contr_privat" 36 39 "casat" "reg_no" "fixe" 60 135 4000 1500 1300 1504 86.436170212766 1.66153846153846
"388" "positiu" 20 "pares" 60 36 "casat" "reg_no" "fixe" 60 121 0 0 850 935 90.9090909090909 4.30588235294118
"389" "positiu" 3 "pares" 48 29 "solter" "reg_no" "fixe" 35 145 0 0 1000 1028 97.2762645914397 5.28
"390" "negatiu" 1 "pares" 48 23 "solter" "reg_no" "fixe" 35 165 0 0 1300 1440 90.2777777777778 4.8
"391" "positiu" 19 "escriptura" 12 34 "casat" "reg_no" "autonom" 75 428 32000 0 500 1030 48.5436893203884 8.472
"392" "positiu" 2 "lloguer" 48 57 "casat" "reg_no" "altres sit" 68 233 0 0 1200 1366 87.8477306002928 6.6
"393" "negatiu" 11 "escriptura" 60 38 "casat" "reg_si" "fixe" 90 245 4000 0 1700 1768 96.1538461538462 5.47058823529412
"394" "negatiu" 1 "escriptura" 36 52 "casat" "reg_si" "autonom" 60 491 100000 20000 1500 2340 64.1025641025641 5.544
"395" "negatiu" 1 "escriptura" 48 42 "casat" "reg_si" "autonom" 75 200 9000 4500 1400 1700 82.3529411764706 2.74285714285714
"396" "positiu" 15 "escriptura" 60 44 "casat" "reg_no" "autonom" 60 42 10000 0 910 1450 62.7586206896552 -1.18681318681319
"397" "positiu" 10 "escriptura" 48 37 "divorciat" "reg_no" "fixe" 35 87 3500 450 500 1155 43.2900432900433 4.56
"398" "negatiu" 1 "contr_privat" 48 34 "casat" "reg_si" "autonom" 45 200 3000 1500 1000 1191 83.9630562552477 6.72
"399" "positiu" 25 "escriptura" 12 43 "casat" "reg_no" "autonom" 75 250 100000 0 600 841 71.3436385255648 3.5
"400" "negatiu" 4 "lloguer" 60 42 "divorciat" "reg_si" "fixe" 70 350 0 0 2200 2441 90.1269971323228 7.63636363636364
"401" "negatiu" 0 "altres_viv" 48 24 "casat" "reg_no" "fixe" 60 105 0 0 1200 1516 79.155672823219 1.8
"402" "positiu" 1 "escriptura" 60 36 "solter" "reg_no" "autonom" 60 100 4500 1500 400 1591 25.1414204902577 3.75
"403" "negatiu" 2 "pares" 60 52 "casat" "reg_si" "autonom" 75 160 5000 0 1350 1999 67.5337668834417 3.77777777777778
"404" "positiu" 16 "pares" 60 34 "solter" "reg_no" "autonom" 35 123 12000 0 1200 1336 89.8203592814371 4.4
"405" "negatiu" 0 "lloguer" 36 34 "divorciat" "reg_no" "fixe" 49 140 0 0 1150 1600 71.875 2.84869565217391
"406" "positiu" 16 "pares" 60 31 "casat" "reg_no" "fixe" 45 160 0 0 1400 1850 75.6756756756757 4.92857142857143
"407" "positiu" 8 "escriptura" 60 36 "casat" "reg_no" "autonom" 75 148 2600 0 1400 1775 78.8732394366197 3.12857142857143
"408" "positiu" 20 "pares" 36 50 "casat" "reg_no" "autonom" 45 113 20000 0 700 1224 57.1895424836601 3.49714285714286
